timestamp,doc_id,stage,batch_uuid,pages,images_extracted,images_sent_to_batch,images_downloaded,images_filtered_in,images_filtered_out,images_integrated,duration_seconds,status,notes
2025-10-17T07:53:58.360261,doc_68875,conversion,,39,,,,,,,44.88,success,
2025-10-17T07:54:35.780278,doc_68876,conversion,,30,,,,,,,35.50,success,
2025-10-17T07:55:20.356889,doc_68890,conversion,,24,,,,,,,40.32,success,
2025-10-17T07:55:55.859464,doc_68908,conversion,,35,,,,,,,32.61,success,
2025-10-17T07:56:49.784712,doc_68954,conversion,,23,,,,,,,49.34,success,
2025-10-17T07:57:10.788191,doc_68963,conversion,,11,,,,,,,19.59,success,
2025-10-17T07:57:55.197345,doc_68971,conversion,,46,,,,,,,39.82,success,
2025-10-17T07:58:32.645115,doc_68980,conversion,,18,,,,,,,34.57,success,
2025-10-17T07:58:48.258925,doc_69012,conversion,,2,,,,,,,15.24,success,
2025-10-17T07:58:58.306598,doc_69021,conversion,,2,,,,,,,9.71,success,
2025-10-17T07:59:38.999771,doc_69041,conversion,,30,,,,,,,36.91,success,
2025-10-17T08:00:34.074069,doc_69061,conversion,,55,,,,,,,49.93,success,
2025-10-17T08:01:15.224677,doc_69065,conversion,,44,,,,,,,38.48,success,
2025-10-17T08:02:13.968495,doc_69098,conversion,,45,,,,,,,55.67,success,
2025-10-17T08:03:25.922016,doc_69122,conversion,,53,,,,,,,65.97,success,
2025-10-17T08:04:28.206942,doc_69137,conversion,,69,,,,,,,58.72,success,
2025-10-17T08:05:29.410369,doc_69141,conversion,,48,,,,,,,58.39,success,
2025-10-17T08:07:19.707007,doc_69157,conversion,,47,,,,,,,95.27,success,
2025-10-17T08:08:20.507042,doc_69200,conversion,,37,,,,,,,53.43,success,
2025-10-17T08:09:09.460777,doc_69204,conversion,,40,,,,,,,44.62,success,
2025-10-17T08:09:55.769201,doc_69206,conversion,,30,,,,,,,40.10,success,
2025-10-17T08:10:43.685058,doc_69209,conversion,,37,,,,,,,43.67,success,
2025-10-17T08:11:17.193663,doc_69215,conversion,,36,,,,,,,32.14,success,
2025-10-17T08:12:50.786040,doc_69226,conversion,,96,,,,,,,87.76,success,
2025-10-17T08:13:24.248690,doc_69228,conversion,,25,,,,,,,31.31,success,
2025-10-17T08:13:57.620508,doc_69238,conversion,,33,,,,,,,31.49,success,
2025-10-17T08:14:48.800992,doc_69248,conversion,,32,,,,,,,48.41,success,
2025-10-17T08:15:40.563460,doc_69253,conversion,,19,,,,,,,51.45,success,
2025-10-17T08:17:22.487012,doc_69258,conversion,,51,,,,,,,94.26,success,
2025-10-17T08:18:01.997669,doc_69263,conversion,,29,,,,,,,38.51,success,
2025-10-17T08:24:30.052367,doc_69277,conversion,,60,,,,,,,351.35,success,
2025-10-17T08:25:16.359420,doc_69315,conversion,,32,,,,,,,44.20,success,
2025-10-17T08:26:06.350360,doc_69331,conversion,,37,,,,,,,46.46,success,
2025-10-17T08:26:38.693432,doc_69332,conversion,,31,,,,,,,29.98,success,
2025-10-17T08:27:20.266803,doc_69338,conversion,,29,,,,,,,38.00,success,
2025-10-17T08:28:31.042599,doc_69340,conversion,,35,,,,,,,66.32,success,
2025-10-17T08:30:35.198490,doc_69344,conversion,,62,,,,,,,113.27,success,
2025-10-17T08:32:45.277301,doc_69362,conversion,,61,,,,,,,120.55,success,
2025-10-17T08:37:46.334164,doc_69383,conversion,,127,,,,,,,278.05,success,
2025-10-17T08:39:43.568871,doc_69385,conversion,,59,,,,,,,109.70,success,
2025-10-17T08:40:45.613106,doc_69411,conversion,,35,,,,,,,58.85,success,
2025-10-17T08:41:00.988732,doc_69450,conversion,,7,,,,,,,15.35,success,
2025-10-17T08:42:49.131417,doc_69499,conversion,,49,,,,,,,96.64,success,
2025-10-17T08:44:01.016060,doc_69527,conversion,,39,,,,,,,62.24,success,
2025-10-17T08:45:05.652979,doc_69540,conversion,,38,,,,,,,53.82,success,
2025-10-17T08:45:24.914572,doc_69570,conversion,,27,,,,,,,18.65,success,
2025-10-17T08:46:49.906488,doc_69584,conversion,,34,,,,,,,81.92,success,
2025-10-17T08:47:51.228672,doc_69598,conversion,,46,,,,,,,59.68,success,
2025-10-17T08:48:22.404004,doc_69653,conversion,,33,,,,,,,26.36,success,
2025-10-17T08:48:40.670614,doc_69663,conversion,,19,,,,,,,17.66,success,
2025-10-17T08:49:13.112112,doc_69698,conversion,,31,,,,,,,31.47,success,
2025-10-17T08:49:41.581840,doc_69701,conversion,,26,,,,,,,27.45,success,
2025-10-17T08:50:51.018219,doc_69709,conversion,,34,,,,,,,67.67,success,
2025-10-17T08:51:34.213710,doc_69713,conversion,,28,,,,,,,41.46,success,
2025-10-17T08:52:26.333041,doc_69723,conversion,,35,,,,,,,47.23,success,
2025-10-17T08:54:06.267232,doc_69735,conversion,,41,,,,,,,91.47,success,
2025-10-17T08:55:09.981111,doc_69749,conversion,,40,,,,,,,59.78,success,
2025-10-17T08:56:13.478033,doc_69753,conversion,,44,,,,,,,59.94,success,
2025-10-17T08:56:47.684819,doc_69772,conversion,,18,,,,,,,32.62,success,
2025-10-17T08:57:26.080133,doc_69776,conversion,,29,,,,,,,36.09,success,
2025-10-17T08:58:49.341715,doc_69832,conversion,,32,,,,,,,78.25,success,
2025-10-17T09:00:36.842636,doc_69848,conversion,,32,,,,,,,104.03,success,
2025-10-17T09:03:06.509824,doc_69869,conversion,,58,,,,,,,142.38,success,
2025-10-17T10:07:38.724509,doc_69870,conversion,,66,,,,,,,97.77,success,
2025-10-17T10:10:15.612830,doc_69884,conversion,,90,,,,,,,135.51,success,
2025-10-17T10:11:30.597371,doc_69923,conversion,,43,,,,,,,64.95,success,
2025-10-17T10:12:48.091407,doc_69942,conversion,,56,,,,,,,73.40,success,
2025-10-17T10:12:57.964725,doc_69958,conversion,,5,,,,,,,9.78,success,
2025-10-17T10:13:57.212165,doc_69990,conversion,,27,,,,,,,55.98,success,
2025-10-17T10:15:03.257937,doc_70017,conversion,,52,,,,,,,62.12,success,
2025-10-17T10:16:09.533076,doc_70036,conversion,,49,,,,,,,61.14,success,
2025-10-17T10:17:12.322031,doc_70048,conversion,,38,,,,,,,58.89,success,
2025-10-17T10:18:01.890210,doc_70069,conversion,,39,,,,,,,44.59,success,
2025-10-17T10:18:51.614140,doc_70072,conversion,,37,,,,,,,46.48,success,
2025-10-17T10:19:07.839112,doc_70078,conversion,,11,,,,,,,15.63,success,
2025-10-17T10:20:05.639233,doc_70089,conversion,,38,,,,,,,53.17,success,
2025-10-17T10:21:00.042890,doc_70095,conversion,,34,,,,,,,49.60,success,
2025-10-17T10:22:45.618247,doc_70145,conversion,,47,,,,,,,95.15,success,
2025-10-17T10:24:21.229565,doc_70180,conversion,,52,,,,,,,84.57,success,
2025-10-17T10:25:39.415210,doc_70225,conversion,,70,,,,,,,70.99,success,
2025-10-17T10:27:31.999994,doc_70263,conversion,,81,,,,,,,102.46,success,
2025-10-17T10:27:57.855039,doc_70345,conversion,,30,,,,,,,24.77,success,
2025-10-17T10:30:28.972035,doc_70346,conversion,,48,,,,,,,145.28,success,
2025-10-17T10:31:01.787250,doc_70361,conversion,,18,,,,,,,29.29,success,
2025-10-17T10:32:05.596106,doc_70363,conversion,,38,,,,,,,58.88,success,
2025-10-17T10:32:55.505832,doc_70373,conversion,,36,,,,,,,46.25,success,
2025-10-17T10:34:01.726412,doc_70397,conversion,,62,,,,,,,60.40,success,
2025-10-17T10:34:33.404486,doc_70421,conversion,,32,,,,,,,30.34,success,
2025-10-17T10:38:14.810760,doc_70492,conversion,,40,,,,,,,76.97,success,
2025-10-17T10:38:21.152907,doc_70451,conversion,,61,,,,,,,92.96,success,
2025-10-17T10:39:51.324145,doc_70493,conversion,,57,,,,,,,86.37,success,
2025-10-17T10:39:55.370994,doc_70507,conversion,,53,,,,,,,82.64,success,
2025-10-17T10:40:52.628935,doc_70526,conversion,,48,,,,,,,57.76,success,
2025-10-17T10:41:52.639527,doc_70527,conversion,,44,,,,,,,112.28,success,
2025-10-17T10:42:10.166588,doc_70533,conversion,,35,,,,,,,73.49,success,
2025-10-17T10:44:31.932585,doc_70567,conversion,,28,,,,,,,81.03,success,
2025-10-17T10:44:47.827100,doc_70581,conversion,,36,,,,,,,98.32,success,
2025-10-17T10:45:30.268399,doc_70583,conversion,,35,,,,,,,53.86,success,
2025-10-17T10:45:53.129491,doc_70554,conversion,,41,,,,,,,154.82,success,
2025-10-17T10:45:54.266174,doc_70586,conversion,,39,,,,,,,63.13,success,
2025-10-17T10:46:27.297115,doc_70587,conversion,,29,,,,,,,53.35,success,
2025-10-17T10:46:58.458148,doc_70597,conversion,,33,,,,,,,59.54,success,
2025-10-17T10:47:17.228653,doc_70601,conversion,,39,,,,,,,76.24,success,
2025-10-17T10:47:20.247752,doc_70611,conversion,,33,,,,,,,49.01,success,
2025-10-17T10:47:37.564511,doc_70626,conversion,,19,,,,,,,34.39,success,
2025-10-17T10:47:57.227362,doc_70656,conversion,,31,,,,,,,33.29,success,
2025-10-17T10:48:59.327428,doc_70678,conversion,,43,,,,,,,72.91,success,
2025-10-17T10:49:22.600790,doc_70695,conversion,,34,,,,,,,75.05,success,
2025-10-17T10:50:08.585941,doc_70636,conversion,,48,,,,,,,163.83,success,
2025-10-17T10:50:11.745236,doc_70709,conversion,,32,,,,,,,43.39,success,
2025-10-17T10:50:21.431287,doc_70706,conversion,,37,,,,,,,72.81,success,
2025-10-17T10:51:49.169503,doc_70726,conversion,,48,,,,,,,92.11,success,
2025-10-17T10:52:12.515760,doc_70731,conversion,,27,,,,,,,112.79,success,
2025-10-17T10:54:21.567515,doc_70739,conversion,,62,,,,,,,230.51,success,
2025-10-17T10:54:48.946018,doc_70754,conversion,,46,,,,,,,145.72,success,
2025-10-17T10:55:30.898677,doc_70749,conversion,,59,,,,,,,212.12,success,
2025-10-17T10:57:10.938817,doc_70768,conversion,,56,,,,,,,159.27,success,
2025-10-17T10:57:16.642660,doc_70769,conversion,,49,,,,,,,138.64,success,
2025-10-17T10:57:23.639117,doc_70791,conversion,,55,,,,,,,105.56,success,
2025-10-17T10:57:26.419797,doc_70803,conversion,,11,,,,,,,13.67,success,
2025-10-17T10:57:34.660634,doc_70810,conversion,,9,,,,,,,16.45,success,
2025-10-17T10:57:59.330953,doc_70817,conversion,,16,,,,,,,30.41,success,
2025-10-17T10:59:16.862062,doc_70836,conversion,,69,,,,,,,93.25,success,
2025-10-17T10:59:20.532387,doc_70813,conversion,,74,,,,,,,108.44,success,
2025-10-17T11:00:14.110724,doc_70901,conversion,,10,,,,,,,18.20,success,
2025-10-17T11:00:42.034734,doc_70898,conversion,,39,,,,,,,75.18,success,
2025-10-17T11:00:59.444994,doc_70844,conversion,,81,,,,,,,172.67,success,
2025-10-17T11:01:38.029403,doc_70966,conversion,,30,,,,,,,51.63,success,
2025-10-17T11:01:45.637344,doc_71030,conversion,,24,,,,,,,41.68,success,
2025-10-17T11:02:57.447000,doc_71109,conversion,,48,,,,,,,80.47,success,
2025-10-17T11:02:59.179762,doc_71126,conversion,,40,,,,,,,78.90,success,
2025-10-17T11:03:26.517718,doc_71219,conversion,,16,,,,,,,26.28,success,
2025-10-17T11:03:46.195502,doc_71250,conversion,,35,,,,,,,43.29,success,
2025-10-17T11:05:47.020994,doc_71464,conversion,,45,,,,,,,82.27,success,
2025-10-17T11:06:35.542922,doc_71481,conversion,,77,,,,,,,118.74,success,
2025-10-17T11:07:28.997206,doc_71396,conversion,,39,,,,,,,217.92,success,
2025-10-17T11:09:09.377282,doc_71690,conversion,,46,,,,,,,85.97,success,
2025-10-17T11:11:37.442588,doc_72024,conversion,,91,,,,,,,138.94,success,
